新闻标题,发布日期,发稿单位,网页链接
东北财经大学举行2025年退伍学生欢迎会暨入伍学生欢送会,2025-03-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90239.html
东北财经大学教师参加教育部电子商务概论课程虚拟教研室共建研讨会并作报告,2025-03-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90229.html
辽宁省第二届大学生职业规划大赛（成长赛道）决赛在东北财经大学举行,2025-03-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_90055.html
东北财经大学继续教育学院两项任务入选教育部2024年学习型社会建设重点任务培育建设名单,2025-03-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89757.html
东北财经大学吕炜教授、刘欣琦博士在《光明日报》发表理论文章《优化财政政策支持 大力提振消费》,2025-02-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89591.html
东北财经大学张向达教授在《光明日报》发表理论文章《加快发展现代化大农业》,2025-02-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89479.html
东北财经大学5项课题获批2024年度辽宁省高校党建研究课题立项,2025-01-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89356.html
东北财经大学工商管理学院人力与物流教师党支部获评2024年辽宁省党支部标准化规范化建设示范点,2025-01-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89267.html
东北财经大学师生参加全国财经院院校创新创业联盟2024年年会暨第九届全国财经院校创新创业大赛并获奖,2024-12-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_89095.html
东北财经大学爱心母婴室获评辽宁省新时代职工之家女职工关爱室“两个一百”建设项目,2024-12-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88974.html
东北财经大学协办的第五届全国供应链与运营管理学术年会成功举办,2024-12-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88928.html
全国高校第15！财经类高校第1！辽宁省高校第1！东北财经大学连续16年中标国家社会科学基金重大项目,2024-12-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88900.html
东北财经大学在第三届辽宁省高校组织员素质能力大赛中获集体二等奖,2024-12-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88887.html
东北财经大学吕炜教授、刘欣琦博士在《人民日报》发表理论文章《把握深化财税体制改革的科学方法》,2024-12-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88666.html
东北财经大学王海威教授在《光明日报》发表理论文章《守正创新推动思政课建设内涵式发展》,2024-12-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88628.html
入选辽宁省“世界一流学科”建设行列 东北财经大学学科建设取得重大进展,2024-12-03,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88626.html
东北财经大学成功举办2024年全国数量经济学博士生学术论坛,2024-11-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88563.html
东北财经大学圆满完成教育部普通高校继续教育质量评价试点工作,2024-11-22,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88394.html
东北财经大学会计学院教师祁渊教授荣获全国优秀教师荣誉称号,2024-11-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88249.html
东北财经大学第三批全省新时代党建工作标杆院系样板支部培育创建单位、第二批辽宁省高校“双带头人”教师党支部书记工作室建设单位通过验收,2024-11-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_88229.html
东北财经大学吕炜教授在《经济日报》发表理论文章《坚持创新在现代化建设全局中的核心地位》,2024-11-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87893.html
东北财经大学成功举办第二十次全国中青年统计科学研讨会,2024-11-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87706.html
东北财经大学签约共建辽宁省工商联民营经济研究智库,2024-10-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87274.html
全国高等学校文科学报研究会第九届常务理事会第七次会议在东北财经大学举行,2024-10-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_87233.html
首获辽宁优青！东北财经大学王勇教授立项辽宁省自然科学基金优秀青年基金项目,2024-10-17,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86984.html
东北财经大学3个党支部入选全国高校“双带头人”教师党支部书记“强国行”专项行动团队,2024-10-17,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86982.html
教育部物流管理专业虚拟教研室建设暨数智赋能专业建设研讨会在东北财经大学顺利召开,2024-10-11,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86890.html
东北财经大学出版社“东北全面振兴·辽宁三年行动研究丛书”入选2024年度辽宁省重点主题出版扶持项目,2024-09-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86665.html
辽宁省第一！东北财经大学获批2024年度教育部人文社会科学研究一般项目18项,2024-09-15,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86442.html
东北财经大学视频作品入选教育部“2024年教师风采艺术作品征集活动”优胜作品,2024-09-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86353.html
东北财经大学学生获评2024年辽宁省大学生年度影响力人物、大学生年度人物,2024-09-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_86099.html
东北财经大学师生在第三届辽宁省大学生数字影像大赛暨辽宁省首届数据新闻大赛中荣获“数据新闻组”唯一特等奖,2024-08-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85772.html
东北财经大学在全国第七届大学生艺术展演活动中荣获佳绩,2024-08-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85747.html
东北财经大学“DUFE工商之生”公众号入选全国高校思想政治工作网“思政育人影响力提升榜”和“思政育人影响力排行榜”,2024-08-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85691.html
东北财经大学人文与传播学院姜华副教授在《光明日报》发表理论文章《东北解放区的乡村文化建设及其历史经验》,2024-08-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85539.html
东北财经大学教师在2024年辽宁省体育教师教学技能大赛中荣获佳绩,2024-08-09,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85520.html
东北财经大学教师王海威在第四届全国高校教师教学创新大赛中获奖,2024-08-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85453.html
东北财经大学公共管理学院郭劲光教授在《经济日报》发表理论文章《提升数字产业集群竞争力》,2024-07-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_85369.html
东北财经大学党组织和党员获得辽宁省委教育工委表彰,2024-07-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84829.html
东北财经大学工商管理学院企业管理教师党支部书记工作室获评第三批全国高校“双带头人”教师党支部书记工作室,2024-06-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84671.html
东北财经大学产业组织与企业组织研究中心韩超研究员在《光明日报》发表理论文章《统筹推动传统产业与新兴产业发展》,2024-06-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84457.html
东北财经大学人文与传播学院姜华副教授在《人民日报》发表理论文章《把祖先留下的珍贵财富世世代代传下去 像守护家园一样守护好长城》,2024-06-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84319.html
东北财经大学党委书记肖兴志教授在《光明日报》发表理论文章《着力增强大宗商品产业链供应链韧性》,2024-06-11,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_84261.html
东北财经大学吕炜教授、刘欣琦博士在《光明日报》发表理论文章《强化发展新质生产力的财政支持》,2024-05-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83925.html
东北财经大学韩传喜教授在《光明日报》发表文章《生态文学“地方感”的呈现方式与价值空间》,2024-05-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83924.html
东北财经大学辅导员在第十届辽宁省高校辅导员素质能力大赛中取得佳绩,2024-05-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83807.html
东北财经大学成功举办教育部电子商务概论课程虚拟教研室建设研讨会,2024-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83537.html
东北财经大学人文与传播学院院长韩传喜在《人民日报》发表文章《为山乡巨变加油鼓劲》,2024-05-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_83171.html
东北财经大学工商管理学院企业管理教师党支部入选第四批“全国党建工作样板支部”,2024-04-30,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82920.html
东北财经大学成功举办第五届全国财经教育教务处长论坛,2024-04-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82913.html
东北财经大学青年学生肉孜麦提·吐尔逊荣获辽宁“最美青年”称号,2024-04-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82912.html
东北财经大学吴晓同学入选第三批全国高校“百名研究生党员标兵”,2024-04-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_82701.html
东北财经大学驻村干部李云波同志先进事迹入选辽宁省委组织部《驻村干部风采——抓党建促乡村振兴案例选编》,2024-03-05,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81306.html
东北财经大学入选辽宁省“一站式”学生社区综合管理模式建设示范高校,2024-02-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81107.html
东北财经大学4项课题获批2023年度辽宁省高校党建研究课题立项,2024-01-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81017.html
东北财经大学基层党组织和党员获评2023年辽宁省高校“校园先锋示范岗”,2024-01-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_81016.html
东北财经大学法学院刘福元教授获评第四届“辽宁省杰出中青年法学专家”,2023-12-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_80480.html
东北财经大学教育评价改革工作案例入选2023年度辽宁省深化新时代教育评价改革典型案例,2023-12-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79811.html
东北财经大学牵头成立全国智慧数字财经产教融合共同体、全国数字商贸行业产教融合共同体,2023-12-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79812.html
东北财经大学党委书记肖兴志教授在《人民日报》发表理论文章《夯实新发展格局的基础 着力提升产业体系韧性》,2023-11-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79322.html
东北财经大学廉洁教育工作案例获评教育部第八届高校廉洁教育系列活动案例展示优秀作品,2023-11-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79228.html
东北财经大学教师张嫚参加中国妇女第十三次全国代表大会,2023-11-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_79076.html
东北财经大学组织员在第二届辽宁省高校组织员素质能力大赛中取得佳绩,2023-10-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_78571.html
东北财经大学2名辅导员荣获“2022年度辽宁省高校辅导员家访活动先进个人”荣誉称号,2023-10-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_78379.html
东北财经大学费威教授在《人民日报》发表理论文章《保障粮食和重要农产品稳定安全供给》,2023-09-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77840.html
东北财经大学驻村工作队所在沟口子村农家书屋获评辽宁省“最美阅读空间”,2023-09-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77798.html
东北财经大学出版社五种图书（选题）入选2023年度辽宁省主题出版重点出版物专项资金扶持作品（选题）,2023-09-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77582.html
东北财经大学视频作品入选教育部“2023年新时代教师风采短视频征集活动”入围作品,2023-09-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77426.html
东北财经大学青年学生吴晓荣获2022年度“中国大学生自强之星标兵”,2023-09-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77008.html
东北财经大学师生荣获2023年“辽宁省高校辅导员年度影响力人物”、“辽宁省高校辅导员年度人物”提名奖、“辽宁省大学生年度人物”等荣誉,2023-08-31,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_77042.html
东北财经大学教师在第三届全国高校教师教学创新大赛中喜获佳绩,2023-08-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_76753.html
东北财经大学吕炜教授在《经济日报》发表理论文章《深刻领悟战略问题是根本性问题》,2023-07-12,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_76167.html
东北财经大学吕炜教授、刘欣琦博士在《光明日报》发表理论文章《完善支持人口高质量发展的财政政策》,2023-06-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_74574.html
东北财经大学在2023年辽宁省高校教师教学创新大赛中喜获佳绩,2023-05-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_74021.html
东北财经大学辅导员参加2023年辽宁省高校辅导员素质能力提升训练营并获佳绩,2023-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_73677.html
东北财经大学获批4项辽宁省2023年决策咨询和新型智库专项研究重大课题,2023-05-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_73631.html
东北财经大学党委书记肖兴志教授在《光明日报》发表理论文章《提升产业链韧性和安全水平 推动中国经济行稳致远》,2023-05-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_73350.html
东北财经大学王海威副教授在《光明日报》发表理论文章《中国式现代化理论的哲学意蕴》,2023-05-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_73251.html
东北财经大学朱成全教授荣获2023年辽宁五一劳动奖章称号,2023-04-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_73011.html
东北财经大学驻村工作队所在沟口子村农家书屋入选“全国最美农家书屋”,2023-04-26,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_72916.html
东北财经大学基层党组织和党员获评2022年辽宁省高校“校园先锋示范岗”,2023-03-31,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_71948.html
东北财经大学新增4名辽宁省普通高等学校本科教学名师,2023-03-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_71869.html
东北财经大学吕炜教授、王伟同研究员在《人民日报》发表理论文章《健全与中国式现代化相适应的现代财政制度》,2023-03-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_71619.html
东北财经大学成功举办2022年全国数量经济学博士生学术论坛,2022-12-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_70698.html
东北财经大学获批辽宁省“首批省级创新创业教育实践基地”,2022-11-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_70295.html
东北财经大学获批4项2022年辽宁省研究生创新项目,2022-11-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_70223.html
东北财经大学师生荣获2022年“辽宁省高校辅导员年度人物”和“辽宁省大学生年度人物”称号,2022-11-02,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_69568.html
东北财经大学辅导员工作室获批“辽宁省高校辅导员名师工作室”,2022-10-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_68392.html
东北财经大学工商管理学院教师李文静荣获2022年辽宁省“最美教师”荣誉称号,2022-09-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_67781.html
东北财经大学获评“辽宁省首批劳动教育示范学校”建设单位,2022-08-30,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_67224.html
东北财经大学教师傅缨捷家庭被认定为第二批辽宁省教育世家,2022-08-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_67156.html
东北财经大学18个项目获批2022年度辽宁省普通高等教育本科教学改革研究项目立项,2022-08-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_67127.html
东北财经大学组织员在第一届辽宁省高校组织员素质能力大赛中取得佳绩,2022-08-14,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_67025.html
东北财经大学吕炜教授在《光明日报》发表理论文章《推进政策创新 促进高质量发展》,2022-08-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_66991.html
我校两名专职组织员获评辽宁省高校优秀组织员,2022-08-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_66976.html
东北财经大学教师祁渊在第二届全国高校教师教学创新大赛中荣获一等奖,2022-08-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_66952.html
东北财经大学课程、工作室分获辽宁省“就业创业金课”和“职业生涯咨询特色工作室”称号,2022-07-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_66868.html
东北财经大学召开教育部物流管理专业虚拟教研室启动会暨第一次工作研讨会,2022-06-02,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_66021.html
东北财经大学教师祁渊在2022年辽宁省高校教师教学创新大赛中勇夺桂冠,2022-05-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_65927.html
东北财经大学王海威副教授在《光明日报》发表理论文章《思政课要把道理讲深讲透讲活》,2022-05-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_65860.html
东北财经大学入选教育部“一站式”学生社区综合管理模式建设自主试点高校,2022-05-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_64727.html
东北财经大学在第九届辽宁省高校辅导员素质能力大赛中获得佳绩,2022-05-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_61984.html
东北财经大学十个项目获教育部高校学生司第一期供需对接就业育人项目立项,2022-04-10,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_61701.html
东北财经大学基层党组织和党员被命名为2021年辽宁省高校“校园先锋示范岗”,2022-03-01,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59534.html
东北财经大学在辽宁省“三全育人”综合改革示范项目建设评选中喜获佳绩,2022-01-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59397.html
东北财经大学获批教育部首批全国急救教育试点学校,2022-01-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59396.html
东北财经大学5项课题获2021年度辽宁省高校党建研究课题立项,2022-01-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59394.html
东北财经大学8名教授当选新一届全国专业学位研究生教育指导委员会委员,2022-01-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59376.html
东北财经大学4名教师获评辽宁省普通高等学校本科教学名师,2022-01-12,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59347.html
东北财经大学三名民主党派成员获辽宁省政协表彰,2022-01-11,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_59338.html
东北财经大学荣获“辽宁省来华留学教育先进单位”称号,2022-01-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_55464.html
东北财经大学教授赵建国和博士研究生韩金在《经济日报》理论版发表文章《激发银发经济发展活力》,2021-12-31,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_55437.html
东北财经大学主办期刊《财经问题研究》荣获第一届辽宁省出版政府奖,2021-12-30,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_55414.html
东北财经大学教师荣获全国高校思想政治理论课教学展示暨优秀课程观摩活动特等奖,2021-12-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_55308.html
东北财经大学在辽宁省教育系统学雷锋先进集体和先进个人评选中获表彰,2021-12-16,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_55209.html
东北财经大学经济运行与社会发展实验室获批辽宁省首批高等学校哲学社会科学重点实验室,2021-11-08,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_54583.html
东北财经大学乒乓球队在辽宁省乒乓球锦标赛中获得五项冠军,2021-10-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_53318.html
《经济日报》整版刊发东北财经大学吕炜教授理论文章《引领中国特色社会主义财政理论与实践创新的指南》,2021-10-25,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_53291.html
东北财经大学2种教材获首届全国教材建设奖,2021-10-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_53012.html
东北财经大学赵建国教授、王净净博士研究生在《光明日报》发表理论文章《完善社会保障体系 更大力度保障和改善民生》,2021-10-20,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_53091.html
东北财经大学出版社六种教材荣获首届全国教材建设奖,2021-10-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_52814.html
东北财经大学工商管理学院教师荣获辽宁省教书育人模范荣誉称号,2021-09-29,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_52415.html
东北财经大学会计学院教师家庭荣获首批辽宁省教育世家荣誉称号,2021-09-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_52414.html
东北财经大学教师荣获第三届全国语言教学与研究“青年英才奖”,2021-08-30,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_38958.html
东北财经大学教师李文静在首届全国高校教师教学创新大赛中获得佳绩,2021-08-02,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_29576.html
东北财经大学吕炜教授在《经济日报》发表理论文章《创造“两大奇迹”的成功密码》,2021-07-19,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_28597.html
东北财经大学部分基层党组织和个人获辽宁省委教育工委表彰,2021-06-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_28359.html
东北财经大学申报的“中非友谊”政府奖学金项目获教育部批准立项,2021-06-23,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_28257.html
2018-2022年教育部高等学校统计学类专业教学指导委员会第七次工作会议暨全国高校统计学专业院系主任联席会议在东北财经大学举行,2021-06-18,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_28196.html
东北财经大学工商管理学院微信公众号入选全国首批高校思政类公众号重点建设名单,2021-06-02,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27969.html
东北财经大学教师在辽宁省首届普通高等学校教师教学大赛中获得佳绩,2021-05-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27870.html
东北财经大学8篇学位论文获评2020年辽宁省优秀博士、硕士学位论文,2021-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27816.html
东北财经大学吕炜教授分别在《人民日报》《光明日报》发表理论文章,2021-05-21,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27799.html
东北财经大学MBA学生荣获“2021年全国企业竞争模拟大赛”总决赛特等奖,2021-05-19,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27768.html
东北财经大学教师党支部获批辽宁省高校“双带头人”教师党支部书记工作室,2021-05-13,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27688.html
东北财经大学学生团队在第十一届全国大学生红色旅游创意策划大赛中喜获佳绩,2021-05-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27616.html
东北财经大学团委荣获2020年度“辽宁省五四红旗团委”荣誉称号,2021-05-04,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27596.html
东北财经大学获评辽宁省“国防教育示范学校”,2021-04-06,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_27128.html
我校马克思主义学院副教授王海威在《人民日报》发表理论文章《风雨来袭时最可靠的主心骨》,2021-03-24,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_26834.html
东北财经大学荣获第二届“辽宁省文明校园”称号,2021-01-28,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_26604.html
我校吕炜教授在《经济日报》发表理论文章《扭住东北全面振兴的“牛鼻子”》,2021-01-27,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_26592.html
东北财经大学基层党组织和党员获评2020年度辽宁省高校“校园先锋示范岗”,2021-01-07,东北财经大学金融科技学院,https://www.dufe.edu.cn/news/news/content_26406.html
